customer_id,age,monthly_income,tenure_months,num_logins_last_month,avg_session_time,support_tickets,account_balance,last_payment_amount,engagement_score,payment_to_income_ratio,gender,subscription_type,region,payment_method,is_active,preferred_device,churn
23,21.0,315422.604734442,114.0,29.0,95.1648969159733,2.0,38391.197360677135,24463.372698841908,2828.239218950918,0.07444385301601573,1.0,1.0,1.0,2.0,0.0,0.0,1
24,48.0,494774.9950727234,9.0,23.0,80.62787848629227,2.0,82963.30072183763,36591.288387166824,1854.4412051847223,0.07444385301601573,0.0,2.0,2.0,3.0,0.0,0.0,1
25,21.0,425982.53334414656,9.0,22.0,78.0254704886779,1.0,82963.30072183763,12621.043606125795,1716.5603507509138,0.02962807772197879,1.0,0.0,1.0,2.0,0.0,2.0,0
26,33.0,815435.7699891651,98.0,26.0,39.92798957036001,1.0,62073.696726284106,19097.140049643996,1038.1277288293604,0.0234195515483675,1.0,2.0,1.0,3.0,1.0,2.0,0
27,56.0,1060074.14025335,58.0,22.0,92.68057455357123,2.0,42719.79653720937,18001.838534800667,2038.9726401785672,0.016981678781918367,2.0,2.0,2.0,0.0,0.0,0.0,0
28,57.0,344213.3964858921,59.0,27.0,35.379003629842934,5.0,40168.67474015226,10215.120356296447,955.2330980057592,0.02967670770685743,1.0,2.0,2.0,3.0,1.0,1.0,1
29,49.0,856027.1545899312,75.0,24.0,27.72987590640401,1.0,36786.36040173526,24526.06456277424,763.5187504862347,0.02865103569585142,2.0,1.0,2.0,2.0,0.0,1.0,1
30,76.0,669263.6979260482,109.0,24.0,73.3251763080057,1.0,79782.5129713497,29174.71104753953,1759.8042313921367,0.043592250913874094,1.0,2.0,1.0,2.0,0.0,1.0,0
31,21.0,397457.4386036733,65.0,26.0,54.04371995386117,2.0,49444.79183005072,12108.05647555132,1405.1367188003906,0.030463781274515107,2.0,2.0,0.0,0.0,0.0,2.0,0
32,50.0,970199.301035492,79.0,27.0,53.49113372146631,2.0,46756.52529225429,24382.278393011617,1444.2606104795905,0.025131205894488334,0.0,2.0,0.0,2.0,1.0,1.0,0
33,76.0,1327571.998754397,35.0,37.0,91.72212980928948,5.0,77403.14070356847,19244.00634456268,3099.105897081254,0.011900933144088445,0.0,1.0,2.0,0.0,0.0,1.0,1
34,29.0,1242908.0782067515,86.0,29.0,49.00337181844694,3.0,44692.1717108975,17117.560419046287,1421.0977827349611,0.013772185344344401,2.0,1.0,2.0,0.0,1.0,2.0,1
35,42.0,547954.9362156483,94.0,34.0,63.90838258434811,0.0,74491.3772404241,15342.274266273433,2172.8850078678356,0.027999153310365402,0.0,0.0,3.0,0.0,0.0,1.0,1
36,21.0,1061832.4613046842,103.0,23.0,80.73135266613953,3.0,76021.07041452525,14173.778535609988,1856.8211113212092,0.013348413287529866,2.0,2.0,1.0,3.0,0.0,1.0,1
37,76.0,751321.4652125768,16.0,23.0,64.16183041985873,4.0,17596.427531516863,16433.516425211692,1475.7220996567507,0.021872816345746275,1.0,1.0,2.0,2.0,1.0,1.0,0
38,64.0,491463.1602308585,106.0,37.0,88.20513863281077,2.0,40763.581159125104,14812.545870339094,3099.105897081254,0.0301396870996009,1.0,2.0,2.0,1.0,0.0,0.0,1
39,30.0,1113029.8290622833,39.0,24.0,32.568907541589724,1.0,28244.550068356144,36591.288387166824,781.6537809981534,0.03721229838197529,1.0,2.0,1.0,1.0,0.0,0.0,0
40,32.0,805128.0229655565,23.0,26.0,71.5324616993995,0.0,25656.48678175765,21023.72858643167,1859.8440041843871,0.025340601972712727,0.0,2.0,1.0,2.0,0.0,2.0,0
41,44.0,1186808.3984459927,110.0,31.0,66.1918981673148,1.0,82963.30072183763,13507.346852285204,2051.948843186759,0.011381236322536752,1.0,2.0,3.0,0.0,1.0,0.0,0
42,31.0,1067410.9326683078,13.0,30.0,56.831574802646976,2.0,53934.43255995858,13289.176602874208,1704.9472440794093,0.01244991614396716,1.0,0.0,1.0,3.0,0.0,2.0,0
43,40.0,845353.7517424041,96.0,26.0,44.95176828571088,1.0,78322.43840359911,16573.871872489595,1168.7459754284828,0.019605841741789514,2.0,1.0,3.0,1.0,1.0,0.0,0
44,31.0,690757.1005945242,58.0,33.0,31.40726292357443,0.0,24181.74176091964,14176.663300355192,1036.4396764779563,0.020523369630443978,2.0,1.0,2.0,0.0,0.0,0.0,0
45,41.0,1130195.9716410215,94.0,36.0,60.474152595779984,3.0,46273.10360714603,22685.886885623404,2177.0694934480794,0.020072524991116326,2.0,1.0,2.0,0.0,1.0,1.0,0
46,49.0,790972.4096084087,103.0,35.0,27.72987590640401,5.0,34773.88759373432,23113.95663444132,763.5187504862347,0.02922220339630365,1.0,0.0,0.0,1.0,1.0,2.0,0
47,38.0,939317.0341403406,114.0,28.0,51.699977266148295,3.0,71143.12032192272,20305.51814960897,1447.5993634521524,0.025340601972712727,2.0,1.0,0.0,1.0,0.0,1.0,1
48,76.0,968144.2481984432,10.0,31.0,30.373732986077638,1.0,70759.28841226434,33125.67512281101,941.5857225684068,0.034215640060303434,1.0,0.0,0.0,1.0,0.0,0.0,0
49,50.0,395384.9056714966,106.0,27.0,77.48742134445905,1.0,50450.3358470828,17818.39505786779,2092.1603763003945,0.045065946631437946,1.0,2.0,2.0,2.0,0.0,1.0,0
50,68.0,522261.2058453704,18.0,31.0,68.13232395831832,4.0,17596.427531516863,17625.639876350837,2112.102042707868,0.033748705971412676,1.0,1.0,0.0,3.0,1.0,1.0,1
51,34.0,805128.0229655565,6.0,34.0,41.23639628514989,3.0,82963.30072183763,16095.418330469263,1402.0374736950962,0.025340601972712727,1.0,1.0,0.0,3.0,1.0,0.0,0
52,76.0,900863.90868697,114.0,28.0,65.3813270978332,5.0,27890.125046943765,34431.25223752519,1830.6771587393298,0.038220259359384855,2.0,1.0,3.0,2.0,0.0,2.0,0
53,38.0,805128.0229655565,15.0,28.0,80.81579074589334,3.0,45750.50488549176,26898.05696961621,2262.8421408850136,0.025340601972712727,0.0,1.0,2.0,0.0,0.0,0.0,0
54,21.0,648755.3966177338,27.0,36.0,48.9264850795487,2.0,61685.17351855297,22464.41601182101,1761.353462863753,0.03462694280300179,1.0,2.0,2.0,0.0,0.0,2.0,1
55,58.0,1036997.1340006532,16.0,30.0,66.4936929822399,0.0,32972.224124302826,13218.105835390168,1994.810789467197,0.012746521086703256,0.0,0.0,2.0,1.0,0.0,1.0,0
56,48.0,1039045.7096024086,47.0,35.0,62.627673285044494,3.0,34813.619808750234,14619.851306831184,2191.9685649765574,0.014070460203743565,0.0,2.0,2.0,3.0,0.0,2.0,1
57,76.0,550118.6229364624,114.0,30.0,66.34387986148192,2.0,57426.37333440585,5981.5882601474095,1990.3163958444577,0.010873269892625088,0.0,0.0,1.0,2.0,0.0,0.0,1
58,21.0,900772.5042977356,6.0,32.0,59.13719902480633,1.0,41794.499505946544,14994.207019476627,1892.3903687938025,0.016645942175118323,2.0,0.0,0.0,0.0,1.0,1.0,0
59,38.0,660234.7752015403,9.0,34.0,47.90976991705569,2.0,71055.53303598677,20305.51814960897,1628.9321771798934,0.025340601972712727,0.0,2.0,2.0,1.0,1.0,2.0,0
60,72.0,652130.6225720271,94.0,27.0,76.2359318965004,0.0,46592.24317186761,17157.803150782034,2058.370161205511,0.026310377947152717,2.0,2.0,1.0,2.0,1.0,1.0,0
61,35.0,448488.0891799042,30.0,33.0,81.86426937795167,2.0,75564.32779661707,20768.377502484946,2701.520889472405,0.04630753414312866,2.0,2.0,0.0,2.0,1.0,1.0,0
62,76.0,805128.0229655565,37.0,25.0,77.34101988032275,4.0,17596.427531516863,19584.81600674273,1933.5254970080687,0.025340601972712727,1.0,2.0,3.0,2.0,1.0,2.0,1
63,46.0,1004065.6565330018,12.0,39.0,37.33915175573156,2.0,46250.839283544265,17126.732048811773,1530.905221984994,0.01705738258984944,0.0,0.0,3.0,3.0,0.0,1.0,0
64,24.0,504250.6359518794,6.0,35.0,27.95717237963809,2.0,47320.90678421849,25195.52402425397,978.5010332873333,0.049966271191095486,2.0,0.0,2.0,2.0,1.0,1.0,0
65,38.0,805128.0229655565,81.0,33.0,55.58131552856283,1.0,17596.427531516863,17107.20317460813,1834.1834124425734,0.025340601972712727,2.0,2.0,0.0,3.0,1.0,0.0,0
66,76.0,542109.6078806687,114.0,39.0,54.27988404070125,3.0,68370.06482295512,29128.67032832686,2116.9154775873485,0.05373206802624826,2.0,1.0,3.0,2.0,1.0,0.0,0
67,62.0,454573.9104614939,50.0,31.0,80.88338347924395,0.0,49871.521882668414,25785.966074836877,2507.3848878565623,0.05672557417265406,1.0,1.0,2.0,3.0,1.0,1.0,0
68,47.0,950294.2657950942,114.0,22.0,46.175998042984986,0.0,33096.3800630197,20305.51814960897,1015.8719569456697,0.025340601972712727,0.0,2.0,0.0,0.0,1.0,1.0,0
69,61.0,776974.3996494785,90.0,33.0,61.826084065668255,1.0,63898.89330589671,5487.931940747049,2040.2607741670524,0.005601307817070965,2.0,2.0,3.0,3.0,1.0,1.0,1
70,75.0,736306.1954123075,67.0,36.0,65.89291945849294,0.0,82963.30072183763,15005.828917302322,2372.145100505746,0.020379875941284924,1.0,1.0,2.0,0.0,0.0,2.0,0
71,21.0,820979.4040400141,32.0,39.0,33.6936759226348,1.0,30918.43929434661,13716.251956300235,1314.0533609827573,0.01670718155510721,2.0,2.0,0.0,1.0,1.0,1.0,1
72,32.0,1066060.1351935817,52.0,24.0,66.52546706467946,0.0,38251.58572931247,23309.323915610275,1596.6112095523072,0.021864924075204843,2.0,1.0,2.0,2.0,1.0,0.0,0
73,76.0,1130976.130337492,84.0,33.0,95.1648969159733,2.0,54177.12302204616,28121.611611621927,3099.105897081254,0.024864902854519325,2.0,0.0,3.0,2.0,1.0,1.0,0
74,76.0,638237.7040481872,13.0,22.0,86.00870922801467,2.0,55183.92056294058,25214.36651676311,1892.1916030163227,0.03950623154482176,0.0,0.0,3.0,1.0,0.0,2.0,0
75,36.0,597854.5769461507,76.0,34.0,68.75537220778979,3.0,82963.30072183763,23428.919534309287,2337.682655064853,0.03918832511742994,1.0,2.0,0.0,2.0,0.0,2.0,1
76,65.0,315422.604734442,110.0,25.0,46.270674925089736,0.0,60876.03805961509,15674.274432076609,1156.7668731272433,0.06512372378704122,2.0,1.0,1.0,2.0,1.0,2.0,1
77,53.0,1069042.1592789427,83.0,35.0,42.46607359637832,2.0,58127.80255893008,21419.08289235765,1486.3125758732413,0.020035770064301846,1.0,2.0,1.0,0.0,0.0,1.0,1
78,22.0,607920.2904376417,109.0,28.0,53.17110369292944,2.0,59361.60759276931,17127.126273186223,1488.7909034020245,0.028173309137052176,0.0,2.0,3.0,1.0,0.0,2.0,0
79,69.0,1199200.1901232258,10.0,37.0,64.37192537969142,3.0,23655.4986913421,22203.506177376104,2381.7612390485824,0.01851526238925508,2.0,0.0,3.0,1.0,0.0,1.0,0
80,22.0,1049029.1024996317,22.0,23.0,75.0904265546041,1.0,45387.55405587279,6896.442387003532,1727.0798107558942,0.006574119221831554,0.0,1.0,3.0,0.0,1.0,0.0,1
81,74.0,394067.8332729965,12.0,38.0,81.45158829263386,2.0,73386.73791382977,15850.188315656813,3095.1603551200865,0.04022197951050817,1.0,2.0,2.0,3.0,1.0,0.0,1
82,32.0,315422.604734442,27.0,39.0,87.47506301654956,0.0,63138.648572790975,5487.931940747049,3099.105897081254,0.07444385301601573,2.0,0.0,0.0,1.0,0.0,0.0,1
83,34.0,1129062.0353855244,114.0,32.0,95.1648969159733,3.0,72741.40562778524,19258.015817819552,3079.1353250146635,0.017056649868883243,2.0,2.0,1.0,2.0,1.0,1.0,0
84,22.0,1263024.7584540776,89.0,27.0,43.67514832347568,4.0,68134.7438155307,30668.32300881046,1179.2290047338433,0.024281648323622732,1.0,2.0,1.0,3.0,1.0,1.0,0
85,33.0,455306.1092786685,83.0,22.0,70.98461233075979,1.0,17596.427531516863,24795.083999644223,1561.6614712767152,0.054458052493357785,2.0,2.0,1.0,2.0,0.0,2.0,0
86,55.0,1260387.9476151098,6.0,39.0,30.92035924087954,2.0,33442.84410253589,16640.72121917495,1205.894010394302,0.013202856509904203,1.0,0.0,0.0,0.0,0.0,0.0,1
87,69.0,486993.85202723416,44.0,22.0,27.72987590640401,4.0,57585.64783682535,20305.51814960897,763.5187504862347,0.025340601972712727,0.0,0.0,2.0,2.0,0.0,0.0,0
88,60.0,522307.9995228009,38.0,31.0,80.15142076043023,2.0,64685.7718832804,36591.288387166824,2484.6940435733372,0.07091974511368913,2.0,0.0,0.0,1.0,1.0,2.0,1
89,58.0,703349.530081976,61.0,28.0,80.10091147430681,1.0,82963.30072183763,24706.118407365124,2242.8255212805907,0.035126373660170934,1.0,2.0,2.0,0.0,1.0,0.0,0
90,21.0,1070501.5679169055,73.0,33.0,57.65557016106897,1.0,66600.10015618462,36591.288387166824,1902.633815315276,0.03923099338020383,1.0,1.0,1.0,2.0,0.0,1.0,0
91,64.0,809496.4192687047,6.0,39.0,31.32966822445545,2.0,30706.185559620262,36591.288387166824,1378.5054018760397,0.05162866835439451,0.0,2.0,1.0,0.0,0.0,0.0,1
92,32.0,1120437.247771374,6.0,37.0,38.49212806859353,1.0,68470.43581091185,20305.51814960897,1424.2087385379607,0.025340601972712727,2.0,2.0,2.0,0.0,1.0,1.0,1
93,45.0,805128.0229655565,110.0,30.0,80.68164362581888,2.0,56171.21214108993,9972.209146227402,2420.4493087745664,0.025340601972712727,0.0,2.0,1.0,3.0,1.0,0.0,0
94,62.0,805128.0229655565,16.0,35.0,91.27476317718325,1.0,51915.86042305176,22693.403406166308,3099.105897081254,0.025340601972712727,0.0,1.0,2.0,0.0,1.0,1.0,1
95,22.0,1203024.465587332,34.0,24.0,71.17717041552586,3.0,58057.895956861656,29164.356716441675,1708.2520899726208,0.02424253001554982,2.0,2.0,2.0,3.0,0.0,1.0,0
96,29.0,819943.1843612494,39.0,24.0,68.91758318449125,1.0,82963.30072183763,12142.270719451704,1654.0219964277899,0.014808673272783837,2.0,0.0,2.0,3.0,1.0,0.0,0
97,54.0,586280.3354342093,6.0,30.0,54.16636794195031,3.0,39555.09546715489,36591.288387166824,1624.9910382585094,0.0682062858144192,2.0,2.0,2.0,0.0,0.0,0.0,0
98,48.0,805128.0229655565,109.0,39.0,88.89252759886656,3.0,43811.06597167521,20137.22237374712,3099.105897081254,0.025340601972712727,2.0,0.0,3.0,1.0,0.0,1.0,0
99,63.0,1035729.7251506294,39.0,26.0,82.58797301807945,2.0,82963.30072183763,18298.093175631435,2147.2872984700657,0.017666861084797276,2.0,1.0,0.0,3.0,1.0,1.0,0
100,39.0,491109.1996365458,89.0,39.0,34.049476224286124,2.0,56186.35201773196,29046.71699372217,1327.9295727471588,0.059145129057282406,2.0,2.0,1.0,3.0,0.0,1.0,0
101,44.0,1101760.5916679113,63.0,34.0,54.54229335320076,1.0,46290.50869332704,21640.59652367384,1854.437974008826,0.019641832070716025,0.0,2.0,0.0,2.0,1.0,2.0,1
102,35.0,893402.7109330193,104.0,29.0,44.56289313279453,3.0,41286.16374130374,20305.51814960897,1292.3239008510413,0.025340601972712727,1.0,2.0,1.0,3.0,1.0,1.0,0
103,51.0,1223008.7447331026,105.0,23.0,29.2349386026954,2.0,33978.4495160758,36591.288387166824,763.5187504862347,0.030311555842727548,1.0,1.0,0.0,3.0,0.0,2.0,1
104,32.0,666948.565631948,46.0,35.0,59.07924643337258,0.0,62530.63171989174,36591.288387166824,2067.7736251680403,0.06619952375945433,2.0,1.0,1.0,1.0,1.0,2.0,0
105,46.0,510951.1960788806,93.0,28.0,37.69100304757031,1.0,19962.27156258395,7108.066211071295,1055.3480853319688,0.013911438637622746,0.0,0.0,2.0,0.0,1.0,2.0,1
106,38.0,680376.0943809296,71.0,29.0,52.54779949194137,1.0,40558.78521867234,25299.231231731417,1523.8861852662997,0.03718418598282917,1.0,1.0,0.0,2.0,0.0,0.0,1
107,40.0,833430.512054976,79.0,39.0,36.83821729658242,1.0,65093.63420396047,24761.523669612645,1436.6904745667143,0.0297103637453332,1.0,0.0,0.0,2.0,1.0,0.0,1
108,56.0,778327.2870331851,34.0,37.0,48.69813867186794,0.0,55624.098711743645,17184.06156050534,1801.8311308591137,0.02207819492749285,0.0,1.0,1.0,2.0,1.0,0.0,0
109,48.0,625215.7419643963,23.0,33.0,84.66146395955347,1.0,46580.83825164511,26496.56400007381,2793.828310665265,0.04237987341269262,0.0,1.0,2.0,2.0,0.0,2.0,0
110,27.0,756780.0080643571,80.0,26.0,50.11853811358522,1.0,50866.343807850586,36591.288387166824,1303.0819909532156,0.049248145577895225,1.0,0.0,2.0,3.0,0.0,1.0,0
111,48.0,843036.7285120424,107.0,38.0,58.567790908624886,1.0,17596.427531516863,12930.352097860869,2225.576054527746,0.01533782771325148,2.0,1.0,0.0,3.0,0.0,0.0,0
112,61.0,651284.655929025,21.0,29.0,87.19738635080196,3.0,48025.245508696855,19326.03389564068,2528.724204173257,0.029673712899120984,0.0,0.0,2.0,3.0,0.0,0.0,0
113,72.0,920375.0038750126,85.0,31.0,60.01063944917216,1.0,62197.93791593893,25183.65409777859,1860.329822924337,0.02736238380198181,2.0,0.0,2.0,2.0,1.0,2.0,0
114,48.0,1327571.998754397,50.0,27.0,69.45597762265336,1.0,27638.41713886324,22029.406683783003,1875.3113958116408,0.005601307817070965,0.0,1.0,1.0,2.0,0.0,2.0,0
115,43.0,544759.0116016243,28.0,28.0,94.46309902093248,2.0,51799.06085756137,22359.333172137547,2644.966772586109,0.041044448455106346,2.0,2.0,0.0,3.0,1.0,2.0,0
116,67.0,1327571.998754397,20.0,26.0,40.5735304925842,2.0,37873.8571298544,30958.127074281525,1054.9117928071892,0.005601307817070965,1.0,1.0,1.0,1.0,1.0,1.0,0
117,50.0,739314.3154069037,73.0,26.0,58.44555877247495,2.0,34777.6925902316,36591.288387166824,1519.5845280843487,0.05143796516718115,2.0,1.0,2.0,0.0,1.0,1.0,0
118,42.0,976663.9330244196,114.0,32.0,28.804282999812333,1.0,57620.45280230108,28755.50452669466,921.7370559939947,0.029442578510755435,1.0,0.0,1.0,3.0,0.0,0.0,0
119,48.0,695995.7499647887,85.0,39.0,57.74314984025063,2.0,26496.906843023637,36591.288387166824,2425.2122932905263,0.06778406650290877,2.0,1.0,2.0,0.0,0.0,2.0,1
120,52.0,604032.5036770216,101.0,38.0,60.733808045799854,3.0,38978.11525365057,8834.255777022341,2307.8847057403946,0.014625464231219666,0.0,0.0,1.0,2.0,1.0,0.0,0
121,73.0,1216916.8151208472,26.0,26.0,89.34943720051737,0.0,82963.30072183763,5487.931940747049,2323.0853672134517,0.005601307817070965,2.0,2.0,3.0,0.0,1.0,2.0,1
122,24.0,1046580.2588448836,92.0,22.0,34.568251112747426,2.0,70245.22619350135,15025.49250392612,763.5187504862347,0.01435675131165749,1.0,2.0,2.0,3.0,0.0,2.0,0
123,48.0,818102.2700814221,19.0,25.0,59.9542167425504,2.0,35625.54127655885,12241.456635872746,1498.85541856376,0.014963235140093682,2.0,2.0,2.0,2.0,1.0,0.0,0
124,40.0,884321.2010437743,83.0,39.0,38.90934507827815,3.0,71055.54647097984,5487.931940747049,1828.739218679073,0.005794960254944432,0.0,1.0,0.0,1.0,0.0,1.0,0
125,48.0,703684.953886205,105.0,28.0,45.445318744604265,5.0,76973.7692299064,26560.71234681984,1272.4689248489194,0.03774517587754911,2.0,2.0,1.0,3.0,1.0,0.0,0
126,39.0,930607.8048964224,23.0,30.0,67.49477242287475,1.0,61013.82043584991,19990.682225905613,2024.8431726862423,0.021481318038301427,0.0,2.0,3.0,3.0,1.0,0.0,0
127,75.0,769576.5560734568,28.0,21.0,63.91916715196393,5.0,77629.46122439706,16615.456612062037,1086.6258415833868,0.021590388221852327,2.0,0.0,0.0,2.0,1.0,1.0,0
128,48.0,1216565.9455720205,23.0,33.0,27.72987590640401,1.0,78816.61100293009,31531.176189362253,763.5187504862347,0.02591818084677401,0.0,2.0,1.0,2.0,0.0,1.0,1
129,56.0,646267.4701676132,90.0,24.0,77.1956618219392,2.0,65978.84173224663,33095.63643505889,1852.6958837265406,0.051210432155087963,0.0,0.0,3.0,1.0,1.0,2.0,0
130,59.0,693424.5314736371,30.0,39.0,54.46425753519297,0.0,54148.00292293119,15175.083227775922,2396.4273315484907,0.02188426070754443,2.0,1.0,1.0,0.0,1.0,0.0,0
131,46.0,974095.945293295,6.0,33.0,68.15063995497323,2.0,56706.27746361288,5487.931940747049,2248.9711185141164,0.005601307817070965,1.0,2.0,3.0,3.0,0.0,2.0,0
132,60.0,738717.5394372907,67.0,26.0,92.76911832931964,2.0,71203.15016471804,29733.35364175273,2411.9970765623107,0.04024996301617768,2.0,2.0,0.0,2.0,1.0,2.0,0
133,36.0,856648.0250835104,13.0,31.0,62.95505824867852,2.0,44743.28116758479,21161.01435046041,1951.606805709034,0.02470211070456565,1.0,1.0,1.0,1.0,0.0,1.0,0
134,21.0,871263.9517243807,97.0,39.0,57.40187964710179,3.0,33261.46122599361,5731.521325495432,2296.0751858840713,0.006578398330553868,0.0,1.0,2.0,2.0,0.0,1.0,1
135,59.0,605043.114136422,38.0,24.0,64.26980369123622,1.0,17596.427531516863,28775.76171510496,1542.4752885896692,0.047559853244799916,1.0,1.0,1.0,3.0,0.0,0.0,0
136,74.0,525479.6539242364,16.0,33.0,69.63025185499097,2.0,77700.67309023484,23105.89690104148,2297.798311214702,0.0439710590666806,1.0,1.0,3.0,2.0,0.0,0.0,1
137,46.0,593004.9994337449,40.0,39.0,76.1156290220201,0.0,63922.81833150048,28179.90908972498,2968.509531858784,0.0475205253187304,2.0,0.0,1.0,2.0,0.0,1.0,0
138,61.0,339558.1735646183,38.0,24.0,42.57696768450903,1.0,17596.427531516863,19587.848421470677,1021.8472244282167,0.05768628160483107,2.0,0.0,2.0,2.0,0.0,1.0,0
139,25.0,853788.1618247656,114.0,34.0,27.72987590640401,0.0,54204.61660175474,22240.426271516943,862.6151888921031,0.026049115302774182,2.0,0.0,3.0,0.0,1.0,0.0,0
140,31.0,1327571.998754397,114.0,25.0,95.1648969159733,3.0,41114.31606588859,15604.500617680722,2392.987834707997,0.005601307817070965,0.0,0.0,2.0,2.0,1.0,0.0,0
141,37.0,807399.5404004039,6.0,29.0,95.1648969159733,2.0,81555.45121283489,5487.931940747049,2966.608234885188,0.005601307817070965,2.0,1.0,2.0,1.0,1.0,1.0,0
142,49.0,913741.8281211272,13.0,38.0,93.12150030972984,1.0,46716.29340893188,16737.85742629049,3099.105897081254,0.018317928446711856,2.0,1.0,3.0,1.0,1.0,1.0,1
143,35.0,828869.2740202099,74.0,21.0,27.72987590640401,0.0,59076.378809621616,14961.196294930658,763.5187504862347,0.018050127763049238,0.0,2.0,0.0,2.0,0.0,1.0,0
144,21.0,612648.2852716895,55.0,26.0,75.1846799316775,1.0,38446.88304393013,5487.931940747049,1954.8016782236148,0.005601307817070965,0.0,2.0,1.0,1.0,1.0,0.0,0
145,76.0,1327571.998754397,108.0,22.0,69.96693931418852,2.0,82963.30072183763,24374.29767098332,1539.2726649121475,0.017665840830519332,2.0,0.0,0.0,3.0,1.0,1.0,0
146,46.0,805128.0229655565,111.0,36.0,87.99089796574859,1.0,55305.984446067305,36591.288387166824,3099.105897081254,0.025340601972712727,2.0,2.0,1.0,0.0,1.0,0.0,0
